"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.8061,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.9729,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.9669,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.8522,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.977,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-07",102.0572,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-08",102.0379,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.9685,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.9542,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-11",102.0019,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-12",102.1688,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-01",102.1783,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-02",102.0153,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-03",101.8271,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.6381,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.426,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.0636,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5767,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.5729,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.8906,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.0286,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.9494,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.8739,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.7776,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.6907,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.6596,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.6319,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.5552,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.4042,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.3475,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.2934,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.2825,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.3179,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.331,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.3483,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.4106,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.511,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.6,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.642,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.7504,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.7867,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.858,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.7867,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.6229,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.446,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.2148,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.9446,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.69175,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.57712,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.56824,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.70605,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.91193,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.98447,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.0213,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.85332,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.81496,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.90335,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.1753,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.4796,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.5886,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.2751,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.33772,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.98175,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.30814,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.41881,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-07",97.86602,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.14706,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.24345,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.08794,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.1916,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.40305,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.77364,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.1797,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.4461,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.4347,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.2719,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.1128,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0575,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.0625,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.0455,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.93014,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.71196,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.37646,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-04",98.91939,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.4846,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-06",98.27748,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-07",98.45603,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-08",98.79436,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-09",98.99836,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-10",98.86163,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.55568,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.32192,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-01",98.3327,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-02",98.48033,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-03",98.61337,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-04",98.63612,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-05",98.62276,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-06",98.69567,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-07",98.93999,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.23182,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.38938,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.27647,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.0404,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2016-12",98.8788,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-01",98.92987,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.08792,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.19944,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-04",99.15218,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-05",99.01075,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-06",98.86618,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-07",98.77965,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-08",98.72935,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-09",98.69704,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-10",98.71835,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-11",98.91503,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2017-12",99.52317,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.7459,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.1945,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-03",103.3465,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-04",103.7772,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-05",103.6879,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.2779,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-07",102.6361,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.9528,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.4207,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.1766,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.0919,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.0172,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.8665,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.6923,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.5887,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.6192,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.6725,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.5807,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.2143,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.72205,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.30409,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.11153,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.07111,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.07774,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.03502,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.8485,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.36968,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.48356,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-05",96.48869,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-06",95.79707,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-07",95.74294,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-08",96.08807,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-09",96.57031,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.25951,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.33441,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.36888,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.44692,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.43237,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.40414,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.39539,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.49683,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.71526,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0223,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.3991,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.8169,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.0984,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.1008,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.998,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.9397,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.8541,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.8691,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.7469,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.5451,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.3633,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.3944,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5185,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.6219,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.6358,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.596,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.5536,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.5771,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.7074,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.684,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5277,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.4149,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.3945,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.4764,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.827,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.1864,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.3442,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.3311,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.2985,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.2564,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.1805,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.0679,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.0242,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.1269,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.2555,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4149,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.3935,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.3056,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.3368,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.5065,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.6119,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.5589,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.4694,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.409,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.3762,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.3879,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.4747,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.4562,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.3425,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.1651,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.9528,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.0091,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.2358,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.402,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.4934,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.3959,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.1548,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.847,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.847,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",101.0578,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.337,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",101.5738,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.5724,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",101.1283,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.0924,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.96509,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.44251,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.37772,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.36588,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.53522,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.85777,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.3542,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.5134,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.7274,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.8162,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.7865,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.7321,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.7114,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.7144,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.8034,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.8376,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.7437,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",101.5903,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.4748,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.4051,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.3279,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.2958,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.2732,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.1896,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.2016,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.2653,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.3637,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.6058,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.7699,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.7897,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.7003,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",101.5085,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",101.3484,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.3786,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.5178,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.6653,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.7575,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.7296,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.7278,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.7673,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.8974,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",102.064,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",102.1863,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",102.1973,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",102.1606,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",102.0311,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.9637,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.964,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.9662,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.0076,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.0624,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.1529,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.3059,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",102.5709,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.7471,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.859,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.9365,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.9251,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",102.8255,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",102.7383,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",102.5826,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.4001,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.294,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-10",102.2082,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-11",102.1317,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2018-12",102.1077,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-01",102.1146,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-02",102.1658,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-03",102.1942,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-04",102.1969,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-05",102.2067,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-06",102.2461,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-07",102.2953,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-08",102.4169,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-09",102.4661,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-10",102.3619,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-11",102.2882,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2019-12",102.2315,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-01",102.0546,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-02",101.7498,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-03",101.1142,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-04",100.1861,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-05",99.83602,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.8868,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-07",100.1273,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-08",100.3705,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-09",100.54,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.5131,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.6854,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.8916,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.9908,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.9583,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.9037,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.8761,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.8819,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.8242,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.7246,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.7369,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.8871,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.9509,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.8616,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.8631,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.721,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.7071,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.6845,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.5135,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.3004,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.2484,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.3534,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.3544,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.9964,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",98.6326,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",98.6421,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",98.9572,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.327,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.6603,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.836,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.9328,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.8978,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.8247,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.7462,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.8253,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.9473,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.1036,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.3551,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.5117,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.57,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.6422,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.7185,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.8527,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.992,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.9997,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.1417,
"CAN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.367,
